1.159496688842773438e+01,9.999729156494140625e+00,9.408381462097167969e+00
1.052870407104492188e+02,8.911714172363281250e+01,1.869823150634765625e+02
4.614142990112304688e+01,3.852866363525390625e+01,7.262906646728515625e+01
1.063182449340820312e+02,4.475430679321289062e+01,1.850934448242187500e+02
1.105022888183593750e+02,8.304620361328125000e+01,1.539734649658203125e+02
1.162101440429687500e+02,6.305947875976562500e+01,1.522225341796875000e+02
1.087247543334960938e+02,4.504193115234375000e+01,1.699929809570312500e+02
1.128557815551757812e+02,5.350515365600585938e+01,1.490076599121093750e+02
6.478141021728515625e+01,4.738562774658203125e+01,9.136652374267578125e+01
1.123859252929687500e+02,8.832363891601562500e+01,1.612983093261718750e+02
5.229954528808593750e+01,3.362047958374023438e+01,8.543588256835937500e+01
1.247210693359375000e+02,5.274402999877929688e+01,1.254951934814453125e+02
1.335294055938720703e+01,5.526337146759033203e+00,2.014291763305664062e+01
3.780384826660156250e+01,1.321598148345947266e+01,6.055002212524414062e+01
7.473338317871093750e+01,4.329506301879882812e+01,7.708766937255859375e+01
1.007502593994140625e+02,7.730375671386718750e+01,2.153212127685546875e+02
3.081864166259765625e+01,3.220327758789062500e+01,3.235821533203125000e+01
1.157910346984863281e+01,1.269820785522460938e+01,1.463687038421630859e+01
1.234054489135742188e+02,5.164561080932617188e+01,1.587455444335937500e+02
1.199485931396484375e+02,4.550164413452148438e+01,1.668387908935546875e+02
1.095331726074218750e+02,9.998432922363281250e+01,1.571523742675781250e+02
9.973004913330078125e+01,8.965532684326171875e+01,1.915680389404296875e+02
1.202081489562988281e+01,7.743559360504150391e+00,1.275467395782470703e+01
1.582545948028564453e+01,1.383176994323730469e+01,2.644981765747070312e+01
1.087879638671875000e+02,6.099728393554687500e+01,1.822873687744140625e+02
1.041271820068359375e+02,6.830941772460937500e+01,1.809770507812500000e+02
1.198457412719726562e+02,4.302091598510742188e+01,1.634127655029296875e+02
3.051765251159667969e+01,9.845081329345703125e+00,4.729999923706054688e+01
4.400332641601562500e+01,3.791982650756835938e+01,6.852148437500000000e+01
1.119164962768554688e+02,5.879763412475585938e+01,1.450452270507812500e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.401232147216796875e+01,5.412734222412109375e+01,9.220057678222656250e+01
1.219779281616210938e+02,4.590884780883789062e+01,1.614929046630859375e+02
1.255492591857910156e+01,9.728840827941894531e+00,2.091094779968261719e+01
1.169110336303710938e+02,5.652347946166992188e+01,1.727201690673828125e+02
2.823320007324218750e+01,2.271619987487792969e+01,3.627083587646484375e+01
3.832054138183593750e+01,2.477803611755371094e+01,5.195696640014648438e+01
6.077911758422851562e+01,6.157624053955078125e+01,7.030271911621093750e+01
1.077853164672851562e+02,5.386912536621093750e+01,1.847977294921875000e+02
1.095704574584960938e+02,4.759947967529296875e+01,1.602453460693359375e+02
4.483147811889648438e+01,5.861873245239257812e+01,6.500692749023437500e+01
2.635439682006835938e+01,2.189554023742675781e+01,4.440949249267578125e+01
1.087038269042968750e+02,3.534207534790039062e+01,1.881288757324218750e+02
1.266847076416015625e+02,2.050768089294433594e+01,1.577977447509765625e+02
1.073944449424743652e+00,9.742370247840881348e-01,1.255951881408691406e+00
1.085069274902343750e+02,6.436357879638671875e+01,2.132108612060546875e+02
3.899541473388671875e+01,2.986530303955078125e+01,7.490860748291015625e+01
2.528942871093750000e+01,3.368501281738281250e+01,2.163551902770996094e+01
1.143621292114257812e+02,4.507453536987304688e+01,1.528334808349609375e+02
1.116851272583007812e+02,4.508717346191406250e+01,1.662351837158203125e+02
1.273149566650390625e+02,4.919338607788085938e+01,1.461118469238281250e+02
3.352255582809448242e+00,2.852325916290283203e+00,4.430888652801513672e+00
3.685074615478515625e+01,2.519511795043945312e+01,4.148069381713867188e+01
3.622225570678710938e+01,3.120420074462890625e+01,5.741006851196289062e+01
3.443303298950195312e+01,4.093755722045898438e+01,3.207245254516601562e+01
1.069478836059570312e+02,7.388155364990234375e+01,1.699788055419921875e+02
5.666736221313476562e+01,3.944084548950195312e+01,8.489259338378906250e+01
1.120198593139648438e+02,3.877714920043945312e+01,1.341022796630859375e+02
1.034264221191406250e+02,6.280766296386718750e+01,1.609083099365234375e+02
3.413449478149414062e+01,3.455033493041992188e+01,4.232707595825195312e+01
1.203991622924804688e+02,4.129292678833007812e+01,1.551348571777343750e+02
6.976437091827392578e+00,8.086563110351562500e+00,1.005204772949218750e+01
1.179654998779296875e+02,6.153599929809570312e+01,1.707600860595703125e+02
2.832975196838378906e+01,2.067871856689453125e+01,4.698491668701171875e+01
1.119992523193359375e+02,7.439434814453125000e+01,1.517007598876953125e+02
1.158236465454101562e+02,3.866438293457031250e+01,1.386758117675781250e+02
4.204507064819335938e+01,3.696694183349609375e+01,4.333288192749023438e+01
7.005440521240234375e+01,5.614174652099609375e+01,1.162376632690429688e+02
8.835066223144531250e+01,5.556031036376953125e+01,1.084576339721679688e+02
5.201114654541015625e+00,6.144292354583740234e+00,5.739074230194091797e+00
1.077263183593750000e+02,5.693639373779296875e+01,1.791661224365234375e+02
4.776537322998046875e+01,7.716744995117187500e+01,5.434718704223632812e+01
1.103482513427734375e+02,3.773413467407226562e+01,1.628469543457031250e+02
5.629255676269531250e+01,5.643911361694335938e+01,8.231326293945312500e+01
1.061891937255859375e+02,7.501177978515625000e+01,1.610037078857421875e+02
1.307328510284423828e+01,5.603251934051513672e+00,1.163867378234863281e+01
1.192255554199218750e+02,6.587344360351562500e+01,1.489378356933593750e+02
1.200348138809204102e+00,1.214599967002868652e+00,1.849851846694946289e+00
1.144508209228515625e+02,6.347605895996093750e+01,1.643829193115234375e+02
1.329978027343750000e+02,3.522682952880859375e+01,1.883873291015625000e+02
1.186712551116943359e+01,8.314877510070800781e+00,1.074621105194091797e+01
1.082746124267578125e+02,5.639891052246093750e+01,1.528711853027343750e+02
1.070477523803710938e+02,6.654460144042968750e+01,1.823158569335937500e+02
1.166297073364257812e+02,5.201694107055664062e+01,1.523636474609375000e+02
1.248486862182617188e+02,3.218007278442382812e+01,1.504694824218750000e+02
4.493432998657226562e+01,3.970170593261718750e+01,6.490274047851562500e+01
1.152374343872070312e+02,6.962795257568359375e+01,1.498047637939453125e+02
2.762213325500488281e+01,2.985352134704589844e+01,4.303886413574218750e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180725631713867188e+02,5.461827087402343750e+01,1.456920013427734375e+02
2.799469566345214844e+01,1.489172267913818359e+01,3.728222274780273438e+01
2.903454017639160156e+01,2.909311485290527344e+01,4.506666946411132812e+01
1.248655471801757812e+02,2.361952972412109375e+01,1.814866943359375000e+02
1.402048492431640625e+01,1.488137435913085938e+01,1.967797470092773438e+01
1.124437026977539062e+02,3.802642822265625000e+01,1.880876464843750000e+02
1.132561340332031250e+02,6.902432250976562500e+01,1.987016601562500000e+02
1.236664657592773438e+02,3.852487182617187500e+01,1.734481506347656250e+02
1.094287261962890625e+02,6.460474395751953125e+01,1.728823089599609375e+02
6.459281158447265625e+01,5.054888534545898438e+01,6.098209381103515625e+01
1.434758853912353516e+01,1.645415115356445312e+01,1.715491867065429688e+01
